"_raw","_time",app,bytes,clientip,cookie,"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",eventtype,file,host,ident,index,linecount,method,other,protocol,punct,referer,"referer_domain","req_time",root,source,sourcetype,"splunk_server","splunk_server_group",status,tag,"tag::eventtype",timeendpos,timestartpos,uri,"uri_domain","uri_path","uri_query",user,useragent,version
"69.174.245.163 - - [13/Jun/2014:06:31:49 -0700] ""GET /phpMyAdmin/scripts/setup.php HTTP/1.1"" 404 303 ""-"" ""ZmEu""","2014-06-13T06:31:49.000-0700",,,,,6,13,31,june,49,friday,2014,"-420",,,Network1HP,,main,1,,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""",,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140614","access_log-too_small",RazLT,,,,,46,20,,,,,,,
"69.174.245.163 - - [13/Jun/2014:06:31:49 -0700] ""GET /w00tw00t.at.blackhats.romanian.anti-sec:) HTTP/1.1"" 404 316 ""-"" ""ZmEu""","2014-06-13T06:31:49.000-0700",,,,,6,13,31,june,49,friday,2014,"-420",,,Network1HP,,main,1,,,,"..._-_-_[//:::_-]_""_/....-:)_/.""___""-""_""""",,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140614","access_log-too_small",RazLT,,,,,46,20,,,,,,,
"94.102.49.31 - - [12/Jun/2014:10:28:01 -0700] ""GET /scripts/setup.php HTTP/1.1"" 404 292 ""-"" ""ZmEu""","2014-06-12T10:28:01.000-0700",,292,"94.102.49.31",,10,12,28,june,1,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_//._/.""___""-""_""""","-",,"12/Jun/2014:10:28:01 -0700",scripts,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/scripts/setup.php",,"/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:28:00 -0700] ""GET /mysqladmin/scripts/setup.php HTTP/1.1"" 404 303 ""-"" ""ZmEu""","2014-06-12T10:28:00.000-0700",,303,"94.102.49.31",,10,12,28,june,0,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"12/Jun/2014:10:28:00 -0700",mysqladmin,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/mysqladmin/scripts/setup.php",,"/mysqladmin/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:28:00 -0700] ""GET /MyAdmin/scripts/setup.php HTTP/1.1"" 404 300 ""-"" ""ZmEu""","2014-06-12T10:28:00.000-0700",,300,"94.102.49.31",,10,12,28,june,0,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"12/Jun/2014:10:28:00 -0700",MyAdmin,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/MyAdmin/scripts/setup.php",,"/MyAdmin/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:28:00 -0700] ""GET /myadmin/scripts/setup.php HTTP/1.1"" 404 300 ""-"" ""ZmEu""","2014-06-12T10:28:00.000-0700",,300,"94.102.49.31",,10,12,28,june,0,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"12/Jun/2014:10:28:00 -0700",myadmin,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/myadmin/scripts/setup.php",,"/myadmin/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:27:59 -0700] ""GET /pma/scripts/setup.php HTTP/1.1"" 404 296 ""-"" ""ZmEu""","2014-06-12T10:27:59.000-0700",,296,"94.102.49.31",,10,12,27,june,59,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"12/Jun/2014:10:27:59 -0700",pma,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/pma/scripts/setup.php",,"/pma/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:27:59 -0700] ""GET /phpmyadmin/scripts/setup.php HTTP/1.1"" 404 303 ""-"" ""ZmEu""","2014-06-12T10:27:59.000-0700",,303,"94.102.49.31",,10,12,27,june,59,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"12/Jun/2014:10:27:59 -0700",phpmyadmin,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/phpmyadmin/scripts/setup.php",,"/phpmyadmin/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:27:59 -0700] ""GET /phpMyAdmin/scripts/setup.php HTTP/1.1"" 404 303 ""-"" ""ZmEu""","2014-06-12T10:27:59.000-0700",,303,"94.102.49.31",,10,12,27,june,59,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"12/Jun/2014:10:27:59 -0700",phpMyAdmin,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/phpMyAdmin/scripts/setup.php",,"/phpMyAdmin/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:27:58 -0700] ""GET /w00tw00t.at.blackhats.romanian.anti-sec:) HTTP/1.1"" 404 316 ""-"" ""ZmEu""","2014-06-12T10:27:58.000-0700",,316,"94.102.49.31",,10,12,27,june,58,thursday,2014,"-420",,"w00tw00t.at.blackhats.romanian.anti-sec:)",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_/....-:)_/.""___""-""_""""","-",,"12/Jun/2014:10:27:58 -0700",,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/w00tw00t.at.blackhats.romanian.anti-sec:)",,"/w00tw00t.at.blackhats.romanian.anti-sec:)",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:27:43 -0700] ""GET /scripts/setup.php HTTP/1.1"" 404 292 ""-"" ""ZmEu""","2014-06-12T10:27:43.000-0700",,292,"94.102.49.31",,10,12,27,june,43,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_//._/.""___""-""_""""","-",,"12/Jun/2014:10:27:43 -0700",scripts,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/scripts/setup.php",,"/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:27:43 -0700] ""GET /mysqladmin/scripts/setup.php HTTP/1.1"" 404 303 ""-"" ""ZmEu""","2014-06-12T10:27:43.000-0700",,303,"94.102.49.31",,10,12,27,june,43,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"12/Jun/2014:10:27:43 -0700",mysqladmin,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/mysqladmin/scripts/setup.php",,"/mysqladmin/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:27:42 -0700] ""GET /MyAdmin/scripts/setup.php HTTP/1.1"" 404 300 ""-"" ""ZmEu""","2014-06-12T10:27:42.000-0700",,300,"94.102.49.31",,10,12,27,june,42,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"12/Jun/2014:10:27:42 -0700",MyAdmin,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/MyAdmin/scripts/setup.php",,"/MyAdmin/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:26:57 -0700] ""GET /myadmin/scripts/setup.php HTTP/1.1"" 404 300 ""-"" ""ZmEu""","2014-06-12T10:26:57.000-0700",,300,"94.102.49.31",,10,12,26,june,57,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"12/Jun/2014:10:26:57 -0700",myadmin,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/myadmin/scripts/setup.php",,"/myadmin/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:26:57 -0700] ""GET /pma/scripts/setup.php HTTP/1.1"" 404 296 ""-"" ""ZmEu""","2014-06-12T10:26:57.000-0700",,296,"94.102.49.31",,10,12,26,june,57,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"12/Jun/2014:10:26:57 -0700",pma,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/pma/scripts/setup.php",,"/pma/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:26:57 -0700] ""GET /phpmyadmin/scripts/setup.php HTTP/1.1"" 404 303 ""-"" ""ZmEu""","2014-06-12T10:26:57.000-0700",,303,"94.102.49.31",,10,12,26,june,57,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"12/Jun/2014:10:26:57 -0700",phpmyadmin,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/phpmyadmin/scripts/setup.php",,"/phpmyadmin/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:26:56 -0700] ""GET /phpMyAdmin/scripts/setup.php HTTP/1.1"" 404 303 ""-"" ""ZmEu""","2014-06-12T10:26:56.000-0700",,303,"94.102.49.31",,10,12,26,june,56,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"12/Jun/2014:10:26:56 -0700",phpMyAdmin,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/phpMyAdmin/scripts/setup.php",,"/phpMyAdmin/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:26:56 -0700] ""GET /w00tw00t.at.blackhats.romanian.anti-sec:) HTTP/1.1"" 404 316 ""-"" ""ZmEu""","2014-06-12T10:26:56.000-0700",,316,"94.102.49.31",,10,12,26,june,56,thursday,2014,"-420",,"w00tw00t.at.blackhats.romanian.anti-sec:)",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_/....-:)_/.""___""-""_""""","-",,"12/Jun/2014:10:26:56 -0700",,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/w00tw00t.at.blackhats.romanian.anti-sec:)",,"/w00tw00t.at.blackhats.romanian.anti-sec:)",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:26:49 -0700] ""GET /scripts/setup.php HTTP/1.1"" 404 292 ""-"" ""ZmEu""","2014-06-12T10:26:49.000-0700",,292,"94.102.49.31",,10,12,26,june,49,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_//._/.""___""-""_""""","-",,"12/Jun/2014:10:26:49 -0700",scripts,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/scripts/setup.php",,"/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:26:49 -0700] ""GET /scripts/setup.php HTTP/1.1"" 404 292 ""-"" ""ZmEu""","2014-06-12T10:26:49.000-0700",,292,"94.102.49.31",,10,12,26,june,49,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_//._/.""___""-""_""""","-",,"12/Jun/2014:10:26:49 -0700",scripts,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/scripts/setup.php",,"/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:26:49 -0700] ""GET /mysqladmin/scripts/setup.php HTTP/1.1"" 404 303 ""-"" ""ZmEu""","2014-06-12T10:26:49.000-0700",,303,"94.102.49.31",,10,12,26,june,49,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"12/Jun/2014:10:26:49 -0700",mysqladmin,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/mysqladmin/scripts/setup.php",,"/mysqladmin/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:26:48 -0700] ""GET /mysqladmin/scripts/setup.php HTTP/1.1"" 404 303 ""-"" ""ZmEu""","2014-06-12T10:26:48.000-0700",,303,"94.102.49.31",,10,12,26,june,48,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"12/Jun/2014:10:26:48 -0700",mysqladmin,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/mysqladmin/scripts/setup.php",,"/mysqladmin/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:26:48 -0700] ""GET /MyAdmin/scripts/setup.php HTTP/1.1"" 404 300 ""-"" ""ZmEu""","2014-06-12T10:26:48.000-0700",,300,"94.102.49.31",,10,12,26,june,48,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"12/Jun/2014:10:26:48 -0700",MyAdmin,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/MyAdmin/scripts/setup.php",,"/MyAdmin/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:26:48 -0700] ""GET /MyAdmin/scripts/setup.php HTTP/1.1"" 404 300 ""-"" ""ZmEu""","2014-06-12T10:26:48.000-0700",,300,"94.102.49.31",,10,12,26,june,48,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"12/Jun/2014:10:26:48 -0700",MyAdmin,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/MyAdmin/scripts/setup.php",,"/MyAdmin/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:26:48 -0700] ""GET /myadmin/scripts/setup.php HTTP/1.1"" 404 300 ""-"" ""ZmEu""","2014-06-12T10:26:48.000-0700",,300,"94.102.49.31",,10,12,26,june,48,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"12/Jun/2014:10:26:48 -0700",myadmin,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/myadmin/scripts/setup.php",,"/myadmin/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:26:48 -0700] ""GET /myadmin/scripts/setup.php HTTP/1.1"" 404 300 ""-"" ""ZmEu""","2014-06-12T10:26:48.000-0700",,300,"94.102.49.31",,10,12,26,june,48,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"12/Jun/2014:10:26:48 -0700",myadmin,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/myadmin/scripts/setup.php",,"/myadmin/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:26:47 -0700] ""GET /pma/scripts/setup.php HTTP/1.1"" 404 296 ""-"" ""ZmEu""","2014-06-12T10:26:47.000-0700",,296,"94.102.49.31",,10,12,26,june,47,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"12/Jun/2014:10:26:47 -0700",pma,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/pma/scripts/setup.php",,"/pma/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:26:47 -0700] ""GET /pma/scripts/setup.php HTTP/1.1"" 404 296 ""-"" ""ZmEu""","2014-06-12T10:26:47.000-0700",,296,"94.102.49.31",,10,12,26,june,47,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"12/Jun/2014:10:26:47 -0700",pma,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/pma/scripts/setup.php",,"/pma/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:26:47 -0700] ""GET /phpmyadmin/scripts/setup.php HTTP/1.1"" 404 303 ""-"" ""ZmEu""","2014-06-12T10:26:47.000-0700",,303,"94.102.49.31",,10,12,26,june,47,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"12/Jun/2014:10:26:47 -0700",phpmyadmin,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/phpmyadmin/scripts/setup.php",,"/phpmyadmin/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:26:47 -0700] ""GET /phpmyadmin/scripts/setup.php HTTP/1.1"" 404 303 ""-"" ""ZmEu""","2014-06-12T10:26:47.000-0700",,303,"94.102.49.31",,10,12,26,june,47,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"12/Jun/2014:10:26:47 -0700",phpmyadmin,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/phpmyadmin/scripts/setup.php",,"/phpmyadmin/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:26:47 -0700] ""GET /phpMyAdmin/scripts/setup.php HTTP/1.1"" 404 303 ""-"" ""ZmEu""","2014-06-12T10:26:47.000-0700",,303,"94.102.49.31",,10,12,26,june,47,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"12/Jun/2014:10:26:47 -0700",phpMyAdmin,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/phpMyAdmin/scripts/setup.php",,"/phpMyAdmin/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:26:47 -0700] ""GET /phpMyAdmin/scripts/setup.php HTTP/1.1"" 404 303 ""-"" ""ZmEu""","2014-06-12T10:26:47.000-0700",,303,"94.102.49.31",,10,12,26,june,47,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"12/Jun/2014:10:26:47 -0700",phpMyAdmin,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/phpMyAdmin/scripts/setup.php",,"/phpMyAdmin/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:26:46 -0700] ""GET /w00tw00t.at.blackhats.romanian.anti-sec:) HTTP/1.1"" 404 316 ""-"" ""ZmEu""","2014-06-12T10:26:46.000-0700",,316,"94.102.49.31",,10,12,26,june,46,thursday,2014,"-420",,"w00tw00t.at.blackhats.romanian.anti-sec:)",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_/....-:)_/.""___""-""_""""","-",,"12/Jun/2014:10:26:46 -0700",,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/w00tw00t.at.blackhats.romanian.anti-sec:)",,"/w00tw00t.at.blackhats.romanian.anti-sec:)",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:26:46 -0700] ""GET /w00tw00t.at.blackhats.romanian.anti-sec:) HTTP/1.1"" 404 316 ""-"" ""ZmEu""","2014-06-12T10:26:46.000-0700",,316,"94.102.49.31",,10,12,26,june,46,thursday,2014,"-420",,"w00tw00t.at.blackhats.romanian.anti-sec:)",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_/....-:)_/.""___""-""_""""","-",,"12/Jun/2014:10:26:46 -0700",,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/w00tw00t.at.blackhats.romanian.anti-sec:)",,"/w00tw00t.at.blackhats.romanian.anti-sec:)",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:26:42 -0700] ""GET /scripts/setup.php HTTP/1.1"" 404 292 ""-"" ""ZmEu""","2014-06-12T10:26:42.000-0700",,292,"94.102.49.31",,10,12,26,june,42,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_//._/.""___""-""_""""","-",,"12/Jun/2014:10:26:42 -0700",scripts,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/scripts/setup.php",,"/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:26:42 -0700] ""GET /mysqladmin/scripts/setup.php HTTP/1.1"" 404 303 ""-"" ""ZmEu""","2014-06-12T10:26:42.000-0700",,303,"94.102.49.31",,10,12,26,june,42,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"12/Jun/2014:10:26:42 -0700",mysqladmin,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/mysqladmin/scripts/setup.php",,"/mysqladmin/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:26:42 -0700] ""GET /MyAdmin/scripts/setup.php HTTP/1.1"" 404 300 ""-"" ""ZmEu""","2014-06-12T10:26:42.000-0700",,300,"94.102.49.31",,10,12,26,june,42,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"12/Jun/2014:10:26:42 -0700",MyAdmin,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/MyAdmin/scripts/setup.php",,"/MyAdmin/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:26:41 -0700] ""GET /myadmin/scripts/setup.php HTTP/1.1"" 404 300 ""-"" ""ZmEu""","2014-06-12T10:26:41.000-0700",,300,"94.102.49.31",,10,12,26,june,41,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"12/Jun/2014:10:26:41 -0700",myadmin,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/myadmin/scripts/setup.php",,"/myadmin/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:26:41 -0700] ""GET /pma/scripts/setup.php HTTP/1.1"" 404 296 ""-"" ""ZmEu""","2014-06-12T10:26:41.000-0700",,296,"94.102.49.31",,10,12,26,june,41,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"12/Jun/2014:10:26:41 -0700",pma,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/pma/scripts/setup.php",,"/pma/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:26:41 -0700] ""GET /phpmyadmin/scripts/setup.php HTTP/1.1"" 404 303 ""-"" ""ZmEu""","2014-06-12T10:26:41.000-0700",,303,"94.102.49.31",,10,12,26,june,41,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"12/Jun/2014:10:26:41 -0700",phpmyadmin,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/phpmyadmin/scripts/setup.php",,"/phpmyadmin/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:26:40 -0700] ""GET /phpMyAdmin/scripts/setup.php HTTP/1.1"" 404 303 ""-"" ""ZmEu""","2014-06-12T10:26:40.000-0700",,303,"94.102.49.31",,10,12,26,june,40,thursday,2014,"-420",,"setup.php",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"12/Jun/2014:10:26:40 -0700",phpMyAdmin,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/phpMyAdmin/scripts/setup.php",,"/phpMyAdmin/scripts/setup.php",,"-",ZmEu,"HTTP/1.1"
"94.102.49.31 - - [12/Jun/2014:10:26:40 -0700] ""GET /w00tw00t.at.blackhats.romanian.anti-sec:) HTTP/1.1"" 404 316 ""-"" ""ZmEu""","2014-06-12T10:26:40.000-0700",,316,"94.102.49.31",,10,12,26,june,40,thursday,2014,"-420",,"w00tw00t.at.blackhats.romanian.anti-sec:)",Network1HP,"-",main,1,GET,,,"..._-_-_[//:::_-]_""_/....-:)_/.""___""-""_""""","-",,"12/Jun/2014:10:26:40 -0700",,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log-20140613","access_combined",RazLT,,404,,,44,18,"/w00tw00t.at.blackhats.romanian.anti-sec:)",,"/w00tw00t.at.blackhats.romanian.anti-sec:)",,"-",ZmEu,"HTTP/1.1"
